5.000000e+01	3.609739e-05
1.000000e+02	1.098965e-03
1.500000e+02	2.213973e-02
2.000000e+02	4.877159e-02
3.000000e+02	6.657964e-02
4.000000e+02	6.473466e-02
5.000000e+02	6.136557e-02
6.000000e+02	5.687345e-02
7.000000e+02	5.398566e-02
8.000000e+02	5.093743e-02
9.000000e+02	4.821007e-02
1.100000e+03	4.403882e-02
1.300000e+03	4.058951e-02
1.500000e+03	3.770172e-02
1.700000e+03	3.465350e-02
2.000000e+03	3.120419e-02
2.300000e+03	2.855705e-02
2.600000e+03	2.590991e-02
3.000000e+03	2.310233e-02
3.300000e+03	2.117714e-02
3.600000e+03	2.005411e-02
3.900000e+03	1.853000e-02
4.200000e+03	1.732675e-02
4.500000e+03	1.612350e-02
4.800000e+03	1.524112e-02
5.100000e+03	1.427852e-02
5.400000e+03	1.347636e-02
5.700000e+03	1.275441e-02
6.000000e+03	1.211268e-02
6.300000e+03	1.155117e-02
6.600000e+03	1.090943e-02
6.900000e+03	1.034792e-02
7.200000e+03	9.866621e-03
7.500000e+03	9.385322e-03
7.800000e+03	8.984240e-03
8.100000e+03	8.422725e-03
8.400000e+03	8.182076e-03
8.700000e+03	7.668691e-03
9.000000e+03	7.460128e-03
9.300000e+03	7.067068e-03
9.600000e+03	6.722137e-03
9.900000e+03	6.385228e-03
1.020000e+04	6.160622e-03
1.050000e+04	5.919973e-03
1.080000e+04	5.671302e-03
1.110000e+04	5.422631e-03
1.140000e+04	5.165938e-03
1.170000e+04	4.957375e-03
1.200000e+04	4.756834e-03
1.230000e+04	4.540250e-03
1.260000e+04	4.347731e-03
1.290000e+04	4.187298e-03
1.320000e+04	3.962692e-03
1.350000e+04	3.802259e-03
1.380000e+04	3.625783e-03
1.410000e+04	3.481393e-03
1.440000e+04	3.320960e-03
1.470000e+04	3.224701e-03
1.500000e+04	3.048224e-03
