5.000000e+01	4.860269e-05
1.000000e+02	1.873413e-03
1.500000e+02	3.570089e-02
2.000000e+02	8.925222e-02
3.000000e+02	1.564123e-01
4.000000e+02	1.829229e-01
5.000000e+02	1.944108e-01
6.000000e+02	1.988292e-01
7.000000e+02	2.005966e-01
8.000000e+02	2.005966e-01
9.000000e+02	1.988292e-01
1.100000e+03	1.944108e-01
1.300000e+03	1.908760e-01
1.500000e+03	1.882250e-01
1.700000e+03	1.846902e-01
2.000000e+03	1.820392e-01
2.300000e+03	1.811555e-01
2.600000e+03	1.802718e-01
3.000000e+03	1.802718e-01
3.300000e+03	1.811555e-01
3.600000e+03	1.829229e-01
3.900000e+03	1.838065e-01
4.200000e+03	1.855739e-01
4.500000e+03	1.873413e-01
4.800000e+03	1.891087e-01
5.100000e+03	1.908760e-01
5.400000e+03	1.926434e-01
5.700000e+03	1.952945e-01
6.000000e+03	1.970618e-01
6.300000e+03	1.988292e-01
6.600000e+03	2.014803e-01
6.900000e+03	2.032476e-01
7.200000e+03	2.058987e-01
7.500000e+03	2.076660e-01
7.800000e+03	2.094334e-01
8.100000e+03	2.112008e-01
8.400000e+03	2.129682e-01
8.700000e+03	2.147355e-01
9.000000e+03	2.173866e-01
9.300000e+03	2.191540e-01
9.600000e+03	2.209213e-01
9.900000e+03	2.218050e-01
1.020000e+04	2.235724e-01
1.050000e+04	2.253398e-01
1.080000e+04	2.271071e-01
1.110000e+04	2.288745e-01
1.140000e+04	2.306419e-01
1.170000e+04	2.324092e-01
1.200000e+04	2.332929e-01
1.230000e+04	2.350603e-01
1.260000e+04	2.359440e-01
1.290000e+04	2.377113e-01
1.320000e+04	2.394787e-01
1.350000e+04	2.403624e-01
1.380000e+04	2.421298e-01
1.410000e+04	2.430135e-01
1.440000e+04	2.447808e-01
1.470000e+04	2.456645e-01
1.500000e+04	2.465482e-01
